# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/mono_t9/26.mdl - |" "ark:gunzip -c exp/mono_t9/fsts.2.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train_1k/split4/2/utt2spk scp:data/train_1k/split4/2/cmvn.scp scp:data/train_1k/split4/2/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono_t9/ali.2.gz" 
# Started at Sun Feb 24 22:55:51 EST 2019
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/mono_t9/26.mdl - |' 'ark:gunzip -c exp/mono_t9/fsts.2.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train_1k/split4/2/utt2spk scp:data/train_1k/split4/2/cmvn.scp scp:data/train_1k/split4/2/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono_t9/ali.2.gz' 
gmm-boost-silence --boost=1.0 1 exp/mono_t9/26.mdl - 
LOG (gmm-boost-silence[5.5.195~1-6f565]:main():gmm-boost-silence.cc:93) Boosted weights for 3 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.195~1-6f565]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train_1k/split4/2/utt2spk scp:data/train_1k/split4/2/cmvn.scp scp:data/train_1k/split4/2/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfmc0_si1762
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfmc0_sx322
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfrm0_si1155
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfrm0_sx255
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfrm0_sx75
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfwk0_sx169
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfwk0_sx439
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfxs0_si2304
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfxs0_sx414
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfxv0_si1635
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mfxv0_sx195
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgaf0_si1912
LOG (apply-cmvn[5.5.195~1-6f565]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 250 utterances, errors on 0
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgaf0_sx202
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgag0_si1321
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgag0_sx151
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgag0_sx61
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgak0_sx136
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:127) mgak0_sx46
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is -99.4848 over 72896 frames.
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:137) Retried 0 out of 250 utterances.
LOG (gmm-align-compiled[5.5.195~1-6f565]:main():gmm-align-compiled.cc:139) Done 250, errors on 0
# Accounting: time=2 threads=1
# Ended (code 0) at Sun Feb 24 22:55:53 EST 2019, elapsed time 2 seconds
